season,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,shots_attempted_per90,shots_on_target,shots_on_target_per90,goals,goals_per90,xg_total,xg_total_per90,headers,assists,assists_per90,key_passes,key_passes_per90,passes_attempted,passes_attempted_per90,passes_completed,passes_completed_per90,pass_accuracy,progressive_passes,progressive_passes_per90,crosses,crosses_per90,switches,carries_attempted,carries_attempted_per90,carry_distance_total,carry_distance_total_per90,progressive_carries,carries_to_penalty_area,carries_to_penalty_area_per90,dribbles_attempted,dribbles_attempted_per90,dribbles_completed,dribbles_completed_per90,dribbles_success_rate,dribble_overruns,duels_attempted,duels_attempted_per90,duels_won,duels_won_per90,duels_lost,interceptions_attempted,interceptions_attempted_per90,duels_success_rate,interceptions_won,interceptions_won_per90,interceptions_lost,blocks,blocks_per90,interceptions_ratio,clearances,clearances_per90,ball_recoveries,ball_recoveries_per90,pressures,pressures_per90,dispossessed,fouls_committed,fouls_committed_per90,fouls_won,fouls_balance,own_goals,gk_goals_conceded,gk_goals_conceded_per90,gk_shots_faced,gk_shots_faced_per90,gk_saves,gk_saves_per90,gk_penalties_saved,gk_save_ratio,gk_clean_sheet,teams,competitions,main_role,avg_pass_angle,avg_pass_length,team_league_position,macro_role,goal_contribution,goal_contribution_per90
2015/2016,3020,Casimir Ninga,26,20,15,2092,6,5,6,0,43,1.85,24,1.03,7,0.3,5.39,0.23,4,4,0.17,12,0.52,578,24.87,422,18.15,0.7301038062283737,57,2.45,44,1.89,22,726,31.23,5766.53,248.08,123,49,2.11,82,3.53,37,1.59,0.45121951219512196,8,100,4.3,9,0.39,91,18,0.77,0.09,10,0.43,8,35,1.51,0.5555555555555556,7,0.3,104,4.47,490,21.08,87,59,2.54,19,-40,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Montpellier'],['France - Ligue 1'],Left Wing,10.81,414.74,11,FWD,11,0.47
2015/2016,3022,Fallou Diagne,22,21,19,1965,1,2,7,0,17,0.78,5,0.23,5,0.23,2.72,0.12,7,0,0.0,3,0.14,943,43.19,754,34.53,0.799575821845175,346,15.85,3,0.14,48,641,29.36,3615.62,165.6,59,2,0.09,11,0.5,7,0.32,0.6363636363636364,1,70,3.21,7,0.32,63,32,1.47,0.1,10,0.46,22,48,2.2,0.3125,108,4.95,110,5.04,195,8.93,9,33,1.51,11,-22,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Rennes'],['France - Ligue 1'],Right Center Back,-6.8,544.5,8,DEF,5,0.23
2015/2016,3023,Yuri Berchiche,21,21,17,1935,0,4,10,0,14,0.65,2,0.09,0,0.0,0.38,0.02,0,4,0.19,13,0.6,1189,55.3,889,41.35,0.7476871320437343,261,12.14,73,3.4,31,765,35.58,5185.33,241.18,121,18,0.84,28,1.3,13,0.6,0.4642857142857143,3,79,3.67,10,0.47,69,51,2.37,0.12658227848101267,23,1.07,28,52,2.42,0.45098039215686275,54,2.51,105,4.88,294,13.67,21,32,1.49,26,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Real Sociedad'],['Spain - La Liga'],Left Back,17.98,387.14,9,DEF,4,0.19
2015/2016,3024,François Moubandje,23,20,19,1997,3,0,5,1,4,0.18,0,0.0,0,0.0,0.05,0.0,0,0,0.0,17,0.77,1131,50.97,790,35.6,0.6984969053934571,336,15.14,49,2.21,21,647,29.16,3840.87,173.1,86,10,0.45,64,2.88,33,1.49,0.515625,2,87,3.92,9,0.41,78,27,1.22,0.10344827586206896,10,0.45,17,44,1.98,0.37037037037037035,74,3.34,119,5.36,278,12.53,30,20,0.9,29,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Left Back,21.67,444.89,17,DEF,0,0.0
2015/2016,3025,Christopher Nkunku,5,4,2,348,1,2,0,0,1,0.26,0,0.0,0,0.0,0.03,0.01,0,0,0.0,2,0.52,280,72.41,259,66.98,0.925,24,6.21,0,0.0,3,242,62.59,1287.1,332.87,18,1,0.26,2,0.52,1,0.26,0.5,1,11,2.84,0,0.0,11,5,1.29,0.0,2,0.52,3,3,0.78,0.4,3,0.78,25,6.47,80,20.69,4,7,1.81,7,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Paris Saint-Germain'],['France - Ligue 1'],Right Center Midfield,0.28,77.35,1,MID,0,0.0
2015/2016,3026,Adrien Rabiot,24,19,8,1670,5,10,4,1,14,0.75,5,0.27,1,0.05,0.74,0.04,2,1,0.05,8,0.43,1481,79.81,1337,72.05,0.9027683997299122,165,8.89,11,0.59,34,1305,70.33,6839.11,368.57,90,15,0.81,42,2.26,24,1.29,0.5714285714285714,2,83,4.47,16,0.86,67,26,1.4,0.1927710843373494,14,0.75,12,38,2.05,0.5384615384615384,14,0.75,127,6.84,482,25.98,29,37,1.99,31,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Paris Saint-Germain'],['France - Ligue 1'],Left Center Midfield,-0.25,424.91,1,MID,2,0.11
2015/2016,3030,Somália,29,24,20,2249,5,4,2,0,12,0.48,4,0.16,0,0.0,0.99,0.04,0,2,0.08,9,0.36,937,37.5,719,28.77,0.767342582710779,183,7.32,26,1.04,13,709,28.37,4807.68,192.39,104,8,0.32,41,1.64,24,0.96,0.5853658536585366,4,158,6.32,31,1.24,127,43,1.72,0.1962025316455696,17,0.68,26,70,2.8,0.3953488372093023,71,2.84,165,6.6,530,21.21,50,30,1.2,44,14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Right Back,-15.33,462.34,17,DEF,2,0.08
2015/2016,3032,Zinédine Machach,16,10,3,910,6,7,4,0,8,0.79,4,0.4,1,0.1,0.25,0.02,1,1,0.1,8,0.79,398,39.36,307,30.36,0.7713567839195979,48,4.75,12,1.19,9,439,43.42,3736.56,369.55,96,13,1.29,56,5.54,27,2.67,0.48214285714285715,2,50,4.95,8,0.79,42,6,0.59,0.16,2,0.2,4,23,2.27,0.3333333333333333,5,0.49,69,6.82,290,28.68,34,36,3.56,9,-27,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Left Center Midfield,7.94,249.58,17,MID,2,0.2
2015/2016,3034,Kamil Glik,33,33,33,3180,0,0,11,0,20,0.57,7,0.2,0,0.0,1.64,0.05,14,0,0.0,3,0.08,1657,46.9,1461,41.35,0.8817139408569704,400,11.32,1,0.03,52,1195,33.82,7019.09,198.65,169,2,0.06,6,0.17,4,0.11,0.6666666666666666,0,99,2.8,9,0.25,90,35,0.99,0.09090909090909091,7,0.2,28,62,1.75,0.2,199,5.63,97,2.75,342,9.68,4,55,1.56,50,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Torino'],['Italy - Serie A'],Center Back,-0.56,821.83,12,DEF,0,0.0
2015/2016,3035,Steeve Yago,18,16,15,1546,2,0,3,1,1,0.06,0,0.0,0,0.0,0.04,0.0,0,0,0.0,3,0.17,632,36.79,509,29.63,0.805379746835443,163,9.49,8,0.47,10,381,22.18,1741.71,101.39,21,4,0.23,6,0.35,3,0.17,0.5,0,53,3.09,8,0.47,45,27,1.57,0.1509433962264151,5,0.29,22,47,2.74,0.18518518518518517,59,3.43,77,4.48,217,12.63,9,22,1.28,15,-7,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Left Center Back,-2.05,356.79,17,DEF,0,0.0
2015/2016,3036,Alexis Blin,24,15,13,1524,9,2,5,0,13,0.77,2,0.12,0,0.0,0.48,0.03,4,0,0.0,11,0.65,795,46.95,629,37.15,0.7911949685534592,158,9.33,12,0.71,10,540,31.89,2577.42,152.21,37,5,0.3,12,0.71,6,0.35,0.5,4,93,5.49,11,0.65,82,15,0.89,0.11827956989247312,7,0.41,8,47,2.78,0.4666666666666667,47,2.78,118,6.97,422,24.92,9,23,1.36,40,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Toulouse'],['France - Ligue 1'],Center Defensive Midfield,-1.01,435.41,17,MID,0,0.0
2015/2016,3037,Mousa Dembélé,29,27,17,2394,2,10,3,0,22,0.83,9,0.34,3,0.11,1.78,0.07,0,1,0.04,25,0.94,1383,51.99,1238,46.54,0.8951554591467824,156,5.86,5,0.19,17,1312,49.32,8667.56,325.85,141,22,0.83,101,3.8,81,3.05,0.801980198019802,4,147,5.53,34,1.28,113,39,1.47,0.23129251700680273,20,0.75,19,60,2.26,0.5128205128205128,36,1.35,186,6.99,578,21.73,57,57,2.14,48,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Tottenham Hotspur'],['England - Premier League'],Left Defensive Midfield,-1.95,498.64,3,MID,4,0.15
2015/2016,3038,Andy Delort,36,34,30,3304,2,4,5,0,143,3.9,62,1.69,12,0.33,14.21,0.39,26,2,0.05,37,1.01,1025,27.92,573,15.61,0.5590243902439025,171,4.66,75,2.04,27,951,25.9,6543.36,178.24,139,117,3.19,89,2.42,41,1.12,0.4606741573033708,5,239,6.51,10,0.27,229,15,0.41,0.04184100418410042,8,0.22,7,48,1.31,0.5333333333333333,12,0.33,174,4.74,524,14.27,123,89,2.42,80,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Caen'],['France - Ligue 1'],Center Forward,6.2,589.07,7,FWD,14,0.38
2015/2016,3041,Ciaran Clark,17,16,16,1560,1,0,5,0,10,0.58,2,0.12,1,0.06,1.24,0.07,8,0,0.0,3,0.17,584,33.69,445,25.67,0.761986301369863,182,10.5,2,0.12,9,395,22.79,2634.01,151.96,52,3,0.17,8,0.46,6,0.35,0.75,1,60,3.46,1,0.06,59,32,1.85,0.016666666666666666,12,0.69,20,37,2.13,0.375,123,7.1,57,3.29,174,10.04,4,17,0.98,10,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Aston Villa'],['England - Premier League'],Left Center Back,3.13,425.78,20,DEF,1,0.06
2015/2016,3043,Christian Eriksen,35,33,23,3110,2,10,2,0,99,2.86,40,1.16,6,0.17,5.13,0.15,0,12,0.35,95,2.75,2041,59.06,1559,45.12,0.7638412542871141,373,10.79,74,2.14,86,1586,45.9,9491.63,274.68,179,61,1.77,76,2.2,39,1.13,0.5131578947368421,9,90,2.6,17,0.49,73,30,0.87,0.18888888888888888,15,0.43,15,70,2.03,0.5,28,0.81,232,6.71,564,16.32,70,17,0.49,24,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Tottenham Hotspur'],['England - Premier League'],Left Wing,8.46,684.22,3,FWD,18,0.52
2015/2016,3044,Chancel Mbemba,33,33,32,3149,0,1,5,0,12,0.34,2,0.06,0,0.0,1.24,0.04,7,0,0.0,4,0.11,1162,33.21,909,25.98,0.7822719449225474,419,11.98,4,0.11,34,846,24.18,5586.27,159.66,130,2,0.06,26,0.74,20,0.57,0.7692307692307693,3,138,3.94,19,0.54,119,63,1.8,0.13768115942028986,15,0.43,48,66,1.89,0.23809523809523808,285,8.15,121,3.46,315,9.0,9,22,0.63,12,-10,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Newcastle United'],['England - Premier League'],Right Center Back,-11.84,838.17,18,DEF,0,0.0
2015/2016,3045,Ismaël Traoré,34,34,32,3125,0,1,2,1,13,0.37,4,0.12,1,0.03,1.56,0.04,5,0,0.0,2,0.06,1119,32.23,930,26.78,0.8310991957104558,356,10.25,5,0.14,33,856,24.65,5457.84,157.19,88,6,0.17,6,0.17,1,0.03,0.16666666666666666,1,101,2.91,18,0.52,83,38,1.09,0.1782178217821782,19,0.55,19,56,1.61,0.5,168,4.84,143,4.12,358,10.31,6,25,0.72,11,-14,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Angers'],['France - Ligue 1'],Right Center Back,-6.24,866.5,9,DEF,1,0.03
2015/2016,3047,Benoît Assou-Ekotto,20,19,18,1816,1,1,1,0,11,0.55,1,0.05,0,0.0,0.23,0.01,0,0,0.0,11,0.55,1076,53.33,784,38.85,0.7286245353159851,440,21.81,26,1.29,39,659,32.66,2808.71,139.2,43,7,0.35,16,0.79,11,0.55,0.6875,0,52,2.58,11,0.55,41,35,1.73,0.21153846153846154,10,0.5,25,41,2.03,0.2857142857142857,43,2.13,126,6.24,229,11.35,16,27,1.34,18,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Saint-Étienne'],['France - Ligue 1'],Left Back,16.95,488.62,6,DEF,0,0.0
2015/2016,3049,Matt Ritchie,37,33,24,3181,4,9,5,0,79,2.24,19,0.54,4,0.11,4.63,0.13,6,6,0.17,35,0.99,1675,47.39,1176,33.27,0.702089552238806,335,9.48,89,2.52,106,1348,38.14,7832.41,221.6,114,41,1.16,49,1.39,26,0.74,0.5306122448979592,1,104,2.94,13,0.37,91,42,1.19,0.125,12,0.34,30,85,2.4,0.2857142857142857,41,1.16,210,5.94,621,17.57,55,49,1.39,62,13,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['AFC Bournemouth'],['England - Premier League'],Right Midfield,-19.02,779.42,16,MID,10,0.28
2015/2016,3052,Pablo Zabaleta,13,12,11,1140,1,1,3,0,3,0.24,1,0.08,0,0.0,0.1,0.01,0,1,0.08,0,0.0,722,57.0,604,47.68,0.8365650969529086,118,9.32,10,0.79,7,495,39.08,1919.01,151.5,25,9,0.71,9,0.71,4,0.32,0.4444444444444444,1,54,4.26,8,0.63,46,16,1.26,0.14814814814814814,4,0.32,12,28,2.21,0.25,40,3.16,42,3.32,171,13.5,9,16,1.26,9,-7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester City'],['England - Premier League'],Right Back,-11.89,206.76,4,DEF,1,0.08
2015/2016,3053,Leroy Sané,33,23,15,2419,10,9,4,0,68,2.53,26,0.97,8,0.3,6.59,0.25,10,6,0.22,21,0.78,616,22.92,477,17.75,0.7743506493506493,71,2.64,26,0.97,8,893,33.22,7327.48,272.62,153,90,3.35,161,5.99,83,3.09,0.515527950310559,6,103,3.83,16,0.6,87,16,0.6,0.1553398058252427,12,0.45,4,42,1.56,0.75,6,0.22,167,6.21,558,20.76,81,39,1.45,44,5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Schalke 04'],['Germany - 1. Bundesliga'],Right Wing,-12.63,531.11,5,FWD,14,0.52
2015/2016,3054,Fernandinho,33,31,27,2927,2,4,8,0,30,0.92,5,0.15,2,0.06,1.6,0.05,9,2,0.06,25,0.77,1894,58.24,1652,50.8,0.8722280887011615,328,10.09,9,0.28,37,1538,47.29,6915.54,212.64,101,25,0.77,40,1.23,26,0.8,0.65,2,162,4.98,32,0.98,130,47,1.45,0.19753086419753085,24,0.74,23,61,1.88,0.5106382978723404,43,1.32,192,5.9,705,21.68,38,71,2.18,41,-30,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester City'],['England - Premier League'],Left Defensive Midfield,-1.35,615.69,4,MID,4,0.12
2015/2016,3057,Jonjo Shelvey,30,25,17,2432,5,8,8,0,57,2.11,16,0.59,1,0.04,2.71,0.1,2,4,0.15,39,1.44,1593,58.95,1231,45.56,0.7727558066541117,447,16.54,41,1.52,103,1211,44.81,7213.07,266.93,125,12,0.44,52,1.92,37,1.37,0.7115384615384616,3,63,2.33,10,0.37,53,38,1.41,0.15873015873015872,13,0.48,25,34,1.26,0.34210526315789475,24,0.89,157,5.81,332,12.29,17,30,1.11,12,-18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Newcastle United', 'Swansea City']",['England - Premier League'],Left Center Midfield,1.42,760.22,"[18, 12]",MID,5,0.19
2015/2016,3058,Javier Hernández Balcázar,29,25,14,2282,4,11,6,0,65,2.56,32,1.26,17,0.67,12.049999999999999,0.48,14,2,0.08,25,0.99,562,22.16,418,16.49,0.7437722419928826,48,1.89,23,0.91,17,519,20.47,2551.9700000000003,100.65,40,52,2.05,45,1.77,22,0.87,0.4888888888888889,3,86,3.39,3,0.12,83,6,0.24,0.03488372093023256,4,0.16,2,16,0.63,0.6666666666666666,4,0.16,60,2.37,261,10.29,37,26,1.03,61,35,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Bayer Leverkusen', 'Manchester United']","['England - Premier League', 'Germany - 1. Bundesliga']",Center Forward,-0.17500000000000004,209.94500000000002,"[5, 3]",FWD,19,0.75
2015/2016,3062,Aaron Cresswell,37,37,36,3593,0,1,1,0,27,0.68,6,0.15,2,0.05,0.82,0.02,1,4,0.1,41,1.03,1874,46.94,1402,35.12,0.7481323372465315,624,15.63,93,2.33,45,1292,32.36,6135.5,153.69,107,35,0.88,34,0.85,16,0.4,0.47058823529411764,3,92,2.3,10,0.25,82,38,0.95,0.10869565217391304,13,0.33,25,77,1.93,0.34210526315789475,107,2.68,169,4.23,337,8.44,26,26,0.65,35,9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['West Ham United'],['England - Premier League'],Left Back,32.28,825.41,7,DEF,6,0.15
2015/2016,3063,Danilo,24,23,20,2141,1,3,6,0,18,0.76,6,0.25,2,0.08,0.95,0.04,1,5,0.21,12,0.5,1491,62.68,1260,52.97,0.8450704225352113,241,10.13,57,2.4,32,1112,46.74,5480.53,230.38,106,24,1.01,24,1.01,16,0.67,0.6666666666666666,1,85,3.57,13,0.55,72,54,2.27,0.15294117647058825,25,1.05,29,42,1.77,0.46296296296296297,50,2.1,95,3.99,267,11.22,7,41,1.72,24,-17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Real Madrid'],['Spain - La Liga'],Right Back,-16.35,436.53,2,DEF,7,0.29
2015/2016,3064,David Silva,24,22,10,1875,2,12,1,0,29,1.39,4,0.19,2,0.1,2.86,0.14,1,10,0.48,50,2.4,1488,71.42,1226,58.85,0.8239247311827957,225,10.8,42,2.02,39,1301,62.45,7908.88,379.63,148,81,3.89,50,2.4,31,1.49,0.62,2,63,3.02,10,0.48,53,18,0.86,0.15873015873015872,11,0.53,7,24,1.15,0.6111111111111112,5,0.24,125,6.0,326,15.65,51,22,1.06,39,17,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester City'],['England - Premier League'],Center Attacking Midfield,2.3,409.41,4,MID,12,0.58
2015/2016,3065,Paul Dummett,23,23,18,2017,0,5,3,0,5,0.22,1,0.04,1,0.04,0.32,0.01,1,0,0.0,3,0.13,880,39.27,633,28.24,0.7193181818181819,304,13.56,17,0.76,19,445,19.86,2008.26,89.61,41,2,0.09,6,0.27,6,0.27,1.0,0,97,4.33,6,0.27,91,27,1.2,0.061855670103092786,9,0.4,18,60,2.68,0.3333333333333333,123,5.49,41,1.83,320,14.28,6,17,0.76,11,-6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Newcastle United'],['England - Premier League'],Left Back,20.24,501.02,18,DEF,1,0.04
2015/2016,3071,Pierrick Capelle,28,15,2,1346,13,12,4,1,27,1.81,10,0.67,4,0.27,2.11,0.14,4,0,0.0,17,1.14,545,36.44,405,27.08,0.7431192660550459,94,6.29,12,0.8,13,488,32.63,3471.09,232.09,70,9,0.6,32,2.14,20,1.34,0.625,3,69,4.61,10,0.67,59,29,1.94,0.14492753623188406,14,0.94,15,36,2.41,0.4827586206896552,10,0.67,70,4.68,396,26.48,30,34,2.27,16,-18,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Angers'],['France - Ligue 1'],Left Wing,-0.6,493.75,9,FWD,4,0.27
2015/2016,3075,Javi Manquillo,31,31,27,2817,0,4,2,0,7,0.22,3,0.1,0,0.0,0.59,0.02,2,1,0.03,15,0.48,1823,58.24,1470,46.96,0.8063631376851343,384,12.27,43,1.37,10,1163,37.16,5457.65,174.37,91,6,0.19,35,1.12,19,0.61,0.5428571428571428,7,131,4.19,26,0.83,105,47,1.5,0.1984732824427481,26,0.83,21,52,1.66,0.5531914893617021,88,2.81,109,3.48,430,13.74,21,31,0.99,30,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Marseille'],['France - Ligue 1'],Right Back,-4.87,531.03,12,DEF,1,0.03
2015/2016,3076,Ayoze Pérez,34,22,10,2210,12,12,4,0,51,2.08,16,0.65,6,0.24,3.69,0.15,1,2,0.08,26,1.06,658,26.8,463,18.86,0.7036474164133738,111,4.52,34,1.38,25,778,31.68,5325.69,216.88,98,63,2.57,108,4.4,58,2.36,0.5370370370370371,6,107,4.36,15,0.61,92,34,1.38,0.14018691588785046,19,0.77,15,64,2.61,0.5588235294117647,17,0.69,143,5.82,580,23.62,74,41,1.67,52,11,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Newcastle United'],['England - Premier League'],Left Wing,13.63,585.55,18,FWD,8,0.33
2015/2016,3077,Jan Vertonghen,29,29,28,2777,0,1,5,0,9,0.29,1,0.03,0,0.0,0.68,0.02,4,0,0.0,5,0.16,1526,49.46,1335,43.27,0.8748361730013107,375,12.15,1,0.03,36,1119,36.27,7144.58,231.55,160,5,0.16,10,0.32,10,0.32,1.0,0,90,2.92,12,0.39,78,28,0.91,0.13333333333333333,9,0.29,19,53,1.72,0.32142857142857145,161,5.22,103,3.34,188,6.09,5,21,0.68,24,3,1,0,0.0,0,0.0,0,0.0,0,0.0,0,['Tottenham Hotspur'],['England - Premier League'],Left Center Back,15.16,675.37,3,DEF,0,0.0
2015/2016,3078,Abdoul Camara,17,17,12,1527,0,5,4,0,29,1.71,11,0.65,2,0.12,2.14,0.13,3,0,0.0,16,0.94,467,27.52,330,19.45,0.7066381156316917,57,3.36,42,2.48,13,550,32.42,4341.76,255.9,114,17,1.0,56,3.3,29,1.71,0.5178571428571429,2,68,4.01,6,0.35,62,16,0.94,0.08823529411764706,6,0.35,10,19,1.12,0.375,15,0.88,72,4.24,341,20.1,46,23,1.36,25,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Angers'],['France - Ligue 1'],Left Wing,7.76,268.66,9,FWD,2,0.12
2015/2016,3081,Jamaal Lascelles,18,10,10,1265,8,0,1,1,4,0.28,4,0.28,2,0.14,0.84,0.06,3,0,0.0,2,0.14,461,32.8,383,27.25,0.8308026030368764,112,7.97,2,0.14,9,302,21.49,1695.77,120.65,30,1,0.07,5,0.36,3,0.21,0.6,1,29,2.06,1,0.07,28,31,2.21,0.034482758620689655,8,0.57,23,25,1.78,0.25806451612903225,103,7.33,49,3.49,99,7.04,5,12,0.85,3,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Newcastle United'],['England - Premier League'],Left Center Back,4.54,361.55,18,DEF,2,0.14
2015/2016,3083,Son Heung-Min,29,14,1,1271,15,13,0,0,40,2.83,13,0.92,4,0.28,4.28,0.3,2,1,0.07,17,1.2,473,33.49,373,26.41,0.7885835095137421,38,2.69,8,0.57,3,493,34.91,3058.11,216.55,49,46,3.26,52,3.68,25,1.77,0.4807692307692308,4,52,3.68,11,0.78,41,9,0.64,0.21153846153846154,7,0.5,2,31,2.2,0.7777777777777778,7,0.5,67,4.74,310,21.95,55,15,1.06,15,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Bayer Leverkusen', 'Tottenham Hotspur']","['England - Premier League', 'Germany - 1. Bundesliga']",Right Wing,0.995,186.575,"[3, 3]",FWD,5,0.35
2015/2016,3084,Christian Atsu,11,3,2,435,8,1,0,0,9,1.86,6,1.24,2,0.41,1.24,0.26,0,0,0.0,6,1.24,143,29.59,112,23.17,0.7832167832167832,15,3.1,9,1.86,1,162,33.52,1550.68,320.83,38,16,3.31,23,4.76,13,2.69,0.5652173913043478,1,24,4.97,2,0.41,22,3,0.62,0.08333333333333333,2,0.41,1,9,1.86,0.6666666666666666,1,0.21,18,3.72,65,13.45,8,3,0.62,10,7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Málaga'],['Spain - La Liga'],Right Midfield,-2.91,171.2,8,MID,2,0.41
2015/2016,3085,Glenn Murray,21,8,1,906,13,7,2,0,27,2.68,13,1.29,3,0.3,4.64,0.46,11,0,0.0,6,0.6,202,20.07,134,13.31,0.6633663366336634,20,1.99,5,0.5,1,186,18.48,868.87,86.31,13,20,1.99,16,1.59,8,0.79,0.5,2,55,5.46,1,0.1,54,0,0.0,0.01818181818181818,0,0.0,0,14,1.39,0.0,10,0.99,17,1.69,181,17.98,22,26,2.58,21,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['AFC Bournemouth', 'Crystal Palace']",['England - Premier League'],Center Forward,2.48,252.14,"[16, 15]",FWD,3,0.3
2015/2016,3086,Ben Davies,17,14,14,1403,3,0,3,0,9,0.58,2,0.13,0,0.0,0.56,0.04,0,2,0.13,14,0.9,890,57.09,670,42.98,0.7528089887640449,210,13.47,28,1.8,16,516,33.1,2664.79,170.94,55,7,0.45,10,0.64,6,0.38,0.6,0,64,4.11,4,0.26,60,11,0.71,0.0625,2,0.13,9,30,1.92,0.18181818181818182,69,4.43,65,4.17,194,12.44,13,19,1.22,10,-9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Tottenham Hotspur'],['England - Premier League'],Left Back,17.99,341.43,3,DEF,2,0.13
2015/2016,3087,Yaya Touré,32,28,16,2468,4,12,3,0,74,2.7,22,0.8,6,0.22,5.88,0.21,6,3,0.11,40,1.46,1869,68.16,1596,58.2,0.8539325842696629,317,11.56,11,0.4,50,1546,56.38,7578.38,276.36,127,47,1.71,62,2.26,44,1.6,0.7096774193548387,5,83,3.03,8,0.29,75,15,0.55,0.0963855421686747,6,0.22,9,27,0.98,0.4,42,1.53,149,5.43,333,12.14,42,38,1.39,37,-1,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester City'],['England - Premier League'],Right Defensive Midfield,-2.24,595.55,4,MID,9,0.33
2015/2016,3089,Kevin De Bruyne,27,24,19,2313,3,5,3,0,52,2.02,26,1.01,7,0.27,5.29,0.21,0,9,0.35,72,2.8,1421,55.29,1026,39.92,0.7220267417311752,200,7.78,98,3.81,71,1218,47.39,7230.25,281.33,168,75,2.92,81,3.15,48,1.87,0.5925925925925926,4,74,2.88,7,0.27,67,18,0.7,0.0945945945945946,10,0.39,8,38,1.48,0.5555555555555556,15,0.58,135,5.25,479,18.64,45,24,0.93,26,2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,"['Manchester City', 'Wolfsburg']","['England - Premier League', 'Germany - 1. Bundesliga']",Right Wing,-1.8099999999999998,261.975,"[4, 8]",FWD,16,0.62
2015/2016,3090,Nicolás Otamendi,30,30,29,2859,0,1,9,0,28,0.88,7,0.22,1,0.03,1.41,0.04,16,0,0.0,4,0.13,1561,49.14,1344,42.31,0.8609865470852018,408,12.84,0,0.0,35,1171,36.86,7380.5,232.33,140,5,0.16,11,0.35,8,0.25,0.7272727272727273,0,152,4.78,22,0.69,130,83,2.61,0.14473684210526316,33,1.04,50,50,1.57,0.39759036144578314,225,7.08,137,4.31,358,11.27,12,35,1.1,30,-5,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Manchester City'],['England - Premier League'],Right Center Back,-1.47,674.03,4,DEF,1,0.03
2015/2016,3091,Moussa Sissoko,37,37,31,3438,0,6,3,0,39,1.02,12,0.31,1,0.03,3.69,0.1,7,7,0.18,50,1.31,1576,41.26,1142,29.9,0.7246192893401016,237,6.2,114,2.98,51,1418,37.12,11826.46,309.59,296,59,1.54,148,3.87,78,2.04,0.527027027027027,9,137,3.59,19,0.5,118,28,0.73,0.1386861313868613,16,0.42,12,63,1.65,0.5714285714285714,48,1.26,225,5.89,603,15.79,93,58,1.52,38,-20,0,0,0.0,0,0.0,0,0.0,0,0.0,0,['Newcastle United'],['England - Premier League'],Right Wing,-7.21,621.87,18,FWD,8,0.21
