competitions,season,main_team,teams,main_role,player_id,player_name,presences,matches_started,full_matches,minutes_played,substitutions_in,substitutions_out,yellow_cards,red_cards,shots_attempted,goals,shots_on_target,xg_total,xg_avg,penalties,headers,assists,key_passes,passes_attempted,passes_completed,pass_accuracy,progressive_passes,crosses,switches,avg_pass_angle,avg_pass_length,carries_attempted,carry_distance_total,progressive_carries,carries_to_penalty_area,dribbles_attempted,dribbles_completed,dribble_success_rate,dribble_overruns,duels_attempted,duels_won,duels_lost,duels_ratio,interceptions_attempted,interceptions_won,interceptions_lost,interceptions_ratio,blocks,clearances,ball_recoveries,pressures,dispossessed,fouls_committed,fouls_won,fouls_balance,own_goals,gk_shots_faced,gk_saves,gk_save_ratio,gk_penalties_saved,gk_claims,gk_punches,gk_clearances,gk_smother,gk_sweeper,gk_errors,gk_goals_conceded,gk_clean_sheet
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Back,40517,Gilles Cioni,19,16,12,1569.45,3,4,2,1,3,0,0,0.05,0.05,0,0,0,5,683,458,0.64,284,22,16,-15.73,459.52,344,1508.5,28,1,4,3,0.83,0,52,4,48,0.07,27,5,22,0.56,26,42,49,159,3,16,9,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Back,401491,Yassine Jebbour,4,2,1,196.08,2,1,0,0,0,0,0,0.0,0.0,0,0,0,0,73,52,0.68,24,0,2,-2.6,82.45,32,188.91,2,1,0,0,,0,8,1,7,0.25,0,0,0,1.0,6,7,7,40,1,4,0,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Center Back,26481,Sébastien Squillaci,30,28,27,2719.99,2,1,3,0,11,2,5,1.38,0.95,0,10,1,2,836,690,0.81,225,0,14,-6.18,693.27,508,3203.28,45,3,1,1,1.0,0,81,6,75,0.07,22,6,16,0.59,50,212,67,247,3,17,19,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Left Center Back,401194,François Modesto,28,26,23,2459.68,2,3,5,0,8,0,1,0.42,0.33,0,4,0,6,1004,750,0.74,395,6,28,2.87,755.23,648,4101.79,67,1,5,2,0.5,1,106,13,93,0.15,41,13,28,0.49,54,150,91,326,2,31,11,-20,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Left Center Back,23850,Mathieu Peybernes,25,23,20,2157.37,2,3,3,0,0,0,0,0.0,0.0,0,0,0,0,782,559,0.69,279,6,27,0.2,654.3,545,3928.72,66,1,10,6,0.62,0,79,13,66,0.19,43,14,29,0.53,48,118,95,245,5,12,34,22,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Left Back,40528,Florian Marange,22,19,13,1683.08,3,6,6,0,2,0,0,0.04,0.04,0,1,1,3,950,701,0.72,332,20,21,18.44,487.92,515,2462.66,39,1,4,1,0.33,0,84,9,75,0.14,24,6,18,0.59,43,80,70,288,4,27,7,-20,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Left Back,4508,Julian Palmieri,33,32,29,2999.0,1,3,9,0,17,2,7,1.22,0.98,0,4,2,18,1578,1149,0.72,463,74,34,24.76,676.75,1083,6152.45,125,9,76,45,0.56,2,168,26,142,0.15,65,29,36,0.62,74,73,157,524,38,48,50,2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Wing Back,7607,Abdoulaye Keita,4,0,0,54.01,4,0,0,0,0,0,0,0.0,0.0,0,0,0,0,23,14,0.58,8,2,0,-0.71,86.93,18,130.85,4,0,3,1,0.5,0,4,0,4,0.0,1,0,1,0.75,1,2,4,11,2,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Defensive Midfield,3433,Lassana Coulibaly,14,7,4,756.06,7,3,1,0,11,1,5,0.49,0.39,0,1,0,4,249,177,0.75,48,3,4,-1.47,225.94,219,1514.13,33,2,13,8,0.52,0,50,9,41,0.18,8,7,1,0.93,21,13,50,220,20,13,10,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Defensive Midfield,4350,Yannick Cahuzac,30,28,25,2608.2,2,3,13,2,11,2,4,1.38,0.89,0,0,0,11,1167,933,0.78,242,11,14,-6.65,568.78,773,4888.37,99,17,26,14,0.59,2,134,26,108,0.16,42,20,22,0.67,71,55,155,584,33,60,32,-28,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,"['Bastia', 'Lorient']",Left Defensive Midfield,10522,Mehdi Mostefa,26,21,18,2008.47,5,3,11,0,9,0,1,0.24,0.18,0,4,0,10,967,753,0.73,260,4,39,0.8,561.74,595,2475.9,18,1,11,4,0.27,1,75,10,65,0.17,22,3,19,0.5,44,47,86,445,11,41,17,-24,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Left Center Midfield,7791,Seko Fofana,31,24,19,2386.35,7,5,3,1,33,1,8,1.83,1.06,0,0,2,13,1131,970,0.86,143,7,33,2.55,575.72,1100,7763.16,152,18,73,42,0.56,8,72,18,54,0.29,24,14,10,0.77,43,21,185,495,57,48,37,-11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Right Wing,3405,François Kamano,23,17,8,1548.72,6,9,2,2,41,3,12,3.72,1.32,0,6,0,16,404,274,0.64,39,24,10,-3.52,360.44,533,4554.74,125,41,71,31,0.53,6,84,9,75,0.09,6,5,1,0.96,28,4,96,294,62,31,36,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Attacking Midfield,29875,Axel Ngando,21,14,4,1247.18,7,10,3,0,14,2,4,1.65,1.39,0,4,1,15,533,427,0.81,86,7,11,-1.43,372.18,496,2917.47,50,10,30,23,0.83,1,70,5,65,0.15,11,4,7,0.75,22,6,71,348,35,29,28,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Attacking Midfield,31711,Sadio Diallo,15,9,0,744.97,6,9,2,0,16,2,7,0.44,0.19,0,2,2,18,380,290,0.77,73,9,17,2.31,301.42,335,1925.9,32,6,30,15,0.51,2,46,6,40,0.19,6,2,4,0.78,15,10,60,166,17,19,30,11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Left Wing,7349,Gaël Danic,36,31,19,2780.94,5,12,7,0,41,5,21,3.74,2.06,1,0,3,46,1233,752,0.6,299,105,107,2.01,870.84,938,6790.74,141,21,65,38,0.55,4,105,6,99,0.07,22,11,11,0.73,60,10,152,647,37,39,32,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Forward,17617,Christopher Maboulou,9,2,0,281.57,7,2,0,0,3,0,0,0.21,0.21,0,1,0,2,62,40,0.66,11,0,0,2.03,121.51,51,321.53,6,3,4,1,0.25,1,24,3,21,0.12,2,2,0,1.0,6,3,10,73,5,5,6,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Forward,401541,Evaeverson Lemos da Silva Brandão,26,18,12,1854.26,8,6,2,1,26,2,7,2.73,1.98,0,8,2,7,448,239,0.54,59,13,3,3.26,363.6,277,1791.4,39,20,12,3,0.28,2,194,5,189,0.02,2,1,1,0.96,32,11,57,385,34,52,41,-11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Forward,16271,Florian Raspentino,11,5,1,543.12,6,4,2,0,8,1,2,1.16,0.77,0,1,0,1,121,77,0.7,12,6,1,-2.17,177.15,86,436.57,5,5,7,2,0.25,0,48,1,47,0.02,4,2,2,0.86,11,4,18,139,6,14,5,-9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Forward,15689,Floyd Ayité,31,29,25,2687.7,2,4,2,1,69,7,18,5.68,2.21,1,9,2,29,843,616,0.74,115,42,27,-1.69,528.27,873,6442.04,136,49,82,38,0.4,2,195,15,180,0.1,11,5,6,0.85,52,8,132,435,73,55,60,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bastia,['Bastia'],Center Forward,402967,Julien Romain,5,1,0,178.78,4,1,0,0,2,2,2,0.43,0.43,0,0,0,1,44,28,0.7,6,4,1,-0.78,83.85,44,247.23,6,1,2,0,0.0,0,23,0,23,0.0,1,1,0,1.0,3,1,7,27,4,5,1,-4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Goalkeeper,40533,Cédric Carrasso,20,20,18,1827.37,0,2,0,0,0,0,0,0.0,0.0,0,0,0,0,581,350,0.64,453,0,9,-2.9,908.4,261,1356.48,23,0,0,0,,0,0,0,0,,0,0,0,1.0,2,0,99,0,0,0,1,1,1,113.0,58.0,0.65,1.0,9.0,10.0,5.0,1.0,14.0,44.0,29.0,6.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Goalkeeper,4509,Jérôme Prior,12,10,10,1047.73,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,379,207,0.57,322,0,8,-0.91,608.82,167,1192.75,27,0,0,0,,0,0,0,0,,0,0,0,1.0,0,0,56,3,0,0,1,1,0,67.0,33.0,0.72,1.0,13.0,16.0,0.0,1.0,9.0,19.0,8.0,6.0
['France - Ligue 1'],2015/2016,Bordeaux,"['Troyes', 'Bordeaux']",Goalkeeper,7193,Paul Bernardoni,21,21,21,1978.32,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,674,329,0.52,561,0,10,0.02,1052.25,267,1355.68,21,0,0,0,,0,0,0,0,,0,0,0,1.0,0,1,118,3,0,0,3,3,0,206.0,80.0,0.67,2.0,31.0,17.0,2.0,1.0,25.0,66.0,44.0,3.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Back,30338,André Poko,25,19,17,2027.05,6,2,11,2,23,0,3,1.65,0.82,0,2,1,16,899,623,0.69,250,46,14,-18.37,473.3,761,4734.72,101,33,63,33,0.54,6,138,28,110,0.22,46,13,33,0.51,55,55,133,607,47,47,27,-20,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Back,4428,Mathieu Debuchy,8,8,5,715.98,0,3,1,0,4,0,1,0.22,0.17,0,2,0,3,396,282,0.7,124,19,12,-6.16,162.31,241,1099.55,22,3,15,6,0.46,2,47,5,42,0.19,29,6,23,0.15,17,17,45,118,4,15,9,-6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Back,4823,Milan Gajić,9,7,3,621.29,2,4,0,0,2,1,1,0.15,0.08,0,0,0,5,289,205,0.68,81,13,7,-7.44,177.08,172,976.15,21,4,4,1,0.33,1,18,3,15,0.2,5,2,3,0.72,18,16,12,89,7,4,5,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Center Back,2946,Frédéric Guilbert,29,28,26,2555.86,1,2,3,0,10,0,1,0.35,0.3,0,0,0,7,1236,930,0.73,335,24,33,-20.51,650.87,809,4801.8,97,3,31,17,0.54,5,130,13,117,0.13,50,12,38,0.38,63,111,110,399,17,29,16,-13,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Center Back,3544,Grégory Sertic,1,1,0,24.08,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,16,13,0.81,5,0,0,-0.46,22.89,13,64.66,2,0,0,0,,0,0,0,0,,0,0,0,1.0,1,1,0,1,0,1,0,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Center Back,403310,Ilias Hassani,1,0,0,19.67,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,6,5,0.83,1,0,0,-0.21,25.35,2,5.08,0,0,0,0,,0,3,0,3,0.0,0,0,0,1.0,1,3,3,2,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Center Back,8385,Lamine Sané,13,11,9,1016.65,2,2,4,1,3,0,1,0.13,0.13,0,3,0,2,526,439,0.82,146,2,8,-3.43,280.62,377,1672.57,22,3,2,2,1.0,0,35,4,31,0.11,11,4,7,0.69,16,47,54,112,6,9,8,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Center Back,21792,Robin Maulun,1,0,0,56.02,1,0,0,0,1,0,0,0.03,0.03,0,0,0,1,41,35,0.85,5,1,0,0.07,17.18,32,132.56,1,0,1,1,1.0,0,5,0,5,0.0,0,0,0,1.0,2,0,6,16,0,1,0,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Center Back,3779,Cédric Yambéré,26,24,23,2400.14,2,1,6,0,21,3,7,1.94,1.67,0,13,0,2,1074,894,0.82,220,3,38,-0.98,571.29,769,3707.14,55,3,8,6,0.78,0,95,9,86,0.12,39,9,30,0.37,38,153,99,295,10,39,24,-15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Center Back,3256,Nicolas Pallois,16,16,15,1465.99,0,1,3,1,9,1,1,0.54,0.45,0,4,1,2,767,610,0.8,275,9,28,5.43,399.49,551,3168.78,40,3,14,8,0.52,1,52,8,44,0.16,24,12,12,0.56,30,81,90,127,6,15,9,-6,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Center Back,4542,Pablo,16,16,13,1402.05,0,3,3,0,9,1,3,1.27,0.82,0,8,0,2,657,536,0.81,189,0,29,-1.49,398.77,401,2105.61,25,0,2,1,0.5,0,52,5,47,0.06,24,10,14,0.61,18,109,62,135,3,19,8,-11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Back,4628,Diego Contento,25,24,23,2239.91,1,1,4,0,13,2,5,1.03,0.98,0,0,0,15,1261,976,0.76,346,61,35,22.56,478.31,816,3245.01,55,9,17,11,0.67,1,112,7,105,0.06,36,11,25,0.5,40,70,103,299,13,19,40,21,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Back,4442,Maxime Poundjé,13,13,13,1244.52,0,0,3,0,4,0,2,0.05,0.05,0,0,1,3,672,494,0.73,170,41,22,13.0,248.63,475,3250.82,84,5,30,16,0.43,0,56,7,49,0.11,13,4,9,0.72,32,39,50,224,22,11,19,8,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Defensive Midfield,6863,Mauro Arambarri,5,2,0,164.84,3,2,1,0,2,0,0,0.18,0.18,0,0,0,1,76,60,0.78,7,2,4,-1.62,87.9,67,302.14,5,3,2,1,0.5,0,5,0,5,0.0,2,1,1,0.8,3,1,15,39,2,7,0,-7,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Defensive Midfield,7552,Clément Chantôme,25,25,22,2278.56,0,3,9,0,14,1,2,0.97,0.74,0,1,0,12,1529,1347,0.88,223,5,53,-2.61,480.74,1139,7143.39,99,10,16,10,0.7,1,109,19,90,0.14,31,13,18,0.5,42,53,148,526,24,39,52,13,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Defensive Midfield,5110,Henri Saivet,18,18,15,1666.11,0,3,4,1,29,2,5,1.14,0.47,0,6,0,13,1014,802,0.79,239,14,31,-0.53,369.48,808,4504.66,84,9,28,15,0.55,1,89,12,77,0.12,17,10,7,0.75,37,24,147,414,22,22,33,11,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Center Midfield,3150,Jaroslav Plašil,26,24,17,2220.31,2,7,2,0,20,3,8,1.23,0.89,0,2,3,20,1226,1050,0.85,214,20,13,-0.41,447.87,940,5440.0,86,4,45,23,0.49,5,112,7,105,0.07,18,5,13,0.6,45,31,120,482,22,22,37,15,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Center Midfield,40518,Abdou Traoré,10,4,1,404.68,6,3,0,0,2,0,0,0.02,0.02,0,0,0,1,242,206,0.86,36,1,6,3.9,191.83,205,860.33,15,0,2,2,1.0,0,10,3,7,0.33,5,4,1,0.97,3,2,29,75,4,7,8,1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Center Midfield,3356,Valentín Vada,15,9,4,895.68,6,5,1,0,11,0,1,0.62,0.36,0,0,2,15,640,538,0.84,82,11,25,2.07,280.42,522,2886.93,46,7,14,6,0.43,0,23,5,18,0.18,18,12,6,0.83,19,5,70,186,16,12,15,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Midfield,3190,Gaëtan Laborde,1,0,0,15.86,1,0,0,0,1,0,0,0.14,0.14,0,1,0,0,4,0,0.0,1,2,2,0.76,36.38,6,56.26,3,1,2,1,0.5,0,0,0,0,,0,0,0,1.0,0,1,2,2,0,1,0,-1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Wing,10448,Adam Ounas,22,14,5,1377.99,7,9,5,0,44,5,21,3.6,2.11,0,1,1,20,467,325,0.67,67,34,11,-14.07,385.09,550,4687.8,101,32,66,37,0.56,6,61,9,52,0.11,11,4,7,0.73,29,5,94,261,60,24,28,4,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Wing,6739,Diego Rolán,30,21,14,2161.8,9,7,4,0,45,5,17,7.78,4.02,0,13,4,15,871,698,0.8,88,24,9,4.25,464.84,960,6408.06,124,45,103,49,0.46,6,131,16,115,0.16,15,9,6,0.83,50,8,135,591,69,32,50,18,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Wing,3109,Malcom,11,4,2,513.52,7,2,0,0,10,1,5,0.66,0.27,0,1,0,8,204,147,0.69,19,18,11,0.58,206.89,181,1189.33,21,8,15,9,0.62,1,12,0,12,0.0,4,4,0,1.0,8,3,19,57,9,7,12,5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Right Wing,3408,Thomas Touré,21,7,5,937.0,14,3,2,0,29,2,6,2.08,0.8,0,2,1,14,402,296,0.76,51,25,12,-1.55,389.05,423,2860.23,60,28,53,29,0.52,3,63,12,51,0.17,9,4,5,0.76,17,7,70,249,44,15,21,6,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Center Attacking Midfield,401489,Jussiê Ferreira Vieira,14,5,0,495.5,9,5,0,0,2,0,0,0.21,0.21,0,0,0,6,206,171,0.78,28,2,3,1.73,229.48,201,1414.09,28,9,10,5,0.62,0,13,0,13,0.0,3,2,1,0.93,6,2,19,50,8,8,11,3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Wing,9897,Kévin Soni,2,1,0,92.36,1,1,0,0,1,0,0,0.01,0.01,0,0,0,0,24,17,0.67,3,0,0,0.47,26.61,26,202.31,6,2,1,0,0.0,0,8,0,8,0.0,1,1,0,1.0,0,2,3,30,0,6,1,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Wing,42430,Nicolas Maurice-Belay,18,15,6,1336.87,3,9,2,0,11,1,3,0.58,0.51,0,1,2,16,795,638,0.8,109,24,16,11.39,289.49,713,4784.8,113,19,24,17,0.71,0,43,8,35,0.14,8,5,3,0.86,27,8,73,213,19,15,24,9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Left Wing,3196,Wahbi Khazri,20,20,10,1647.18,0,10,7,0,41,5,18,5.31,2.47,1,0,7,48,763,503,0.66,138,53,57,3.76,431.97,692,4827.59,102,50,50,27,0.55,3,70,12,58,0.17,14,7,7,0.79,46,8,93,377,60,28,40,12,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Center Forward,7130,Cheick Diabaté,21,16,8,1426.22,5,8,0,1,36,9,12,5.03,2.44,1,19,1,7,373,236,0.66,48,1,3,-1.44,289.4,279,1556.04,20,24,20,9,0.42,2,110,2,108,0.02,3,2,1,0.95,15,25,38,147,25,19,28,9,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Center Forward,3184,Enzo Crivelli,28,15,6,1673.84,13,9,8,1,27,3,8,3.47,1.9,0,9,4,12,372,269,0.74,45,6,3,-0.27,398.9,321,1552.57,16,26,23,12,0.54,3,164,4,160,0.05,5,3,2,0.93,22,15,42,337,26,43,22,-21,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Center Forward,5615,Isaac Kiese Thelin,7,3,0,336.42,4,3,0,0,6,0,1,0.82,0.7,0,2,0,1,68,42,0.62,11,1,0,0.76,95.45,48,231.73,4,6,3,0,0.0,1,23,1,22,0.02,1,0,1,0.86,6,1,9,67,5,7,2,-5,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Bordeaux,['Bordeaux'],Center Forward,403390,Jean Ambrose,1,0,0,1.33,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,1.0,0,0,0,-2.64,14.28,1,4.83,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Goalkeeper,2963,Rémy Vercoutre,38,38,38,3592.43,0,0,2,0,0,0,0,0.0,0.0,0,0,0,0,1042,579,0.56,954,0,23,-1.6,2146.22,355,2557.05,73,0,1,1,1.0,0,0,0,0,,0,0,0,1.0,1,0,180,3,0,0,5,5,0,306.0,123.0,0.7,0.0,27.0,28.0,12.0,3.0,34.0,72.0,52.0,10.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Back,22111,Dennis Appiah,38,38,38,3592.43,0,0,2,0,10,1,4,0.7,0.62,0,1,1,29,1551,1038,0.67,515,116,45,-28.97,759.87,906,6691.5,184,14,67,30,0.47,6,194,25,169,0.16,58,21,37,0.5,107,114,187,825,41,39,13,-26,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Right Center Back,7444,Alaeddine Yahia,26,26,24,2384.65,0,2,5,1,16,1,5,1.69,1.43,0,13,0,4,727,528,0.71,264,1,13,-9.3,678.65,433,3221.13,64,1,3,1,0.33,0,99,6,93,0.08,16,5,11,0.69,48,178,93,235,12,34,38,4,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Center Back,4386,Damien Da Silva,28,28,26,2617.37,0,2,4,1,18,2,4,2.35,1.66,0,12,0,3,969,796,0.81,331,0,54,5.33,726.11,621,4838.78,95,1,10,7,0.79,0,121,16,105,0.15,47,22,25,0.51,60,223,142,283,7,23,21,-2,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Center Back,5656,Syam Ben Youssef,18,16,16,1587.74,2,0,2,1,6,3,3,1.9,1.9,0,2,1,3,508,368,0.73,225,2,36,0.1,476.48,286,1749.11,34,3,5,3,0.62,0,80,9,71,0.09,29,11,18,0.48,34,122,68,192,7,24,10,-14,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
['France - Ligue 1'],2015/2016,Caen,['Caen'],Left Back,13592,Alexandre Raineau,7,3,2,348.71,4,1,0,0,0,0,0,0.0,0.0,0,0,0,1,188,139,0.69,58,5,1,0.4,144.25,106,452.88,6,1,4,1,0.17,1,23,4,19,0.12,5,0,5,0.57,8,27,17,63,4,8,5,-3,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
